0, >: 1, >, R
45, i: 45, k, R
45, k: 45, d, R
45, d: 45, m, R
45, m: 45, q, R
45, q: 45, p, R
45, e: 45, o, R
45, o: 45, w, R
45, w: 45, j, R
45, j: 45, g, R
45, g: 45, f, R
45, f: 45, v, R
45, v: 45, n, R
45, n: 45, l, R
45, l: 45, h, R
45, h: 45, u, R
45, u: 45, e, R
45, .: 45, ., R
45, _: 46, _, L
48, a: 48, a, L
48, b: 48, b, L
48, c: 48, c, L
48, d: 48, d, L
48, e: 48, e, L
48, f: 48, f, L
48, g: 48, g, L
48, h: 48, h, L
48, i: 48, i, L
48, j: 48, j, L
48, k: 48, k, L
48, l: 48, l, L
48, m: 48, m, L
48, n: 48, n, L
48, o: 48, o, L
48, p: 48, p, L
48, q: 48, q, L
48, r: 48, r, L
48, s: 48, s, L
48, t: 48, t, L
48, u: 48, u, L
48, v: 48, v, L
48, w: 48, w, L
48, x: 48, x, L
48, y: 48, y, L
48, z: 48, z, L
48, .: 48, ., L
48, >: 49, >, R
47, a: 47, r, R
47, r: 47, z, R
47, z: 47, a, R
47, b: 47, x, R
47, x: 47, s, R
47, s: 47, t, R
47, t: 47, c, R
47, c: 47, b, R
47, p: 47, y, R
47, y: 47, i, R
47, i: 47, k, R
47, k: 47, d, R
47, d: 47, m, R
47, m: 47, q, R
47, q: 47, p, R
47, e: 47, o, R
47, o: 47, w, R
47, w: 47, j, R
47, j: 47, g, R
47, g: 47, f, R
47, f: 47, v, R
47, v: 47, n, R
47, n: 47, l, R
47, l: 47, h, R
47, h: 47, u, R
47, u: 47, e, R
47, .: 47, ., R
47, _: 48, _, L
50, a: 50, a, L
50, b: 50, b, L
50, c: 50, c, L
50, d: 50, d, L
50, e: 50, e, L
50, f: 50, f, L
50, g: 50, g, L
50, h: 50, h, L
50, i: 50, i, L
50, j: 50, j, L
50, k: 50, k, L
50, l: 50, l, L
50, m: 50, m, L
50, n: 50, n, L
50, o: 50, o, L
50, p: 50, p, L
50, q: 50, q, L
50, r: 50, r, L
50, s: 50, s, L
50, t: 50, t, L
50, u: 50, u, L
50, v: 50, v, L
50, w: 50, w, L
50, x: 50, x, L
50, y: 50, y, L
50, z: 50, z, L
50, .: 50, ., L
50, >: 51, >, R
49, a: 49, r, R
49, r: 49, z, R
49, z: 49, a, R
49, b: 49, x, R
49, x: 49, s, R
49, s: 49, t, R
49, t: 49, c, R
49, c: 49, b, R
49, p: 49, y, R
49, y: 49, i, R
49, i: 49, k, R
49, k: 49, d, R
49, d: 49, m, R
49, m: 49, q, R
49, q: 49, p, R
49, e: 49, o, R
49, o: 49, w, R
49, w: 49, j, R
49, j: 49, g, R
49, g: 49, f, R
49, f: 49, v, R
49, v: 49, n, R
49, n: 49, l, R
49, l: 49, h, R
49, h: 49, u, R
49, u: 49, e, R
49, .: 49, ., R
49, _: 50, _, L
52, a: 52, a, L
52, b: 52, b, L
52, c: 52, c, L
52, d: 52, d, L
52, e: 52, e, L
52, f: 52, f, L
52, g: 52, g, L
52, h: 52, h, L
52, i: 52, i, L
52, j: 52, j, L
52, k: 52, k, L
52, l: 52, l, L
52, m: 52, m, L
52, n: 52, n, L
52, o: 52, o, L
52, p: 52, p, L
52, q: 52, q, L
52, r: 52, r, L
52, s: 52, s, L
52, t: 52, t, L
52, u: 52, u, L
52, v: 52, v, L
52, w: 52, w, L
52, x: 52, x, L
52, y: 52, y, L
52, z: 52, z, L
52, .: 52, ., L
52, >: 53, >, R
51, a: 51, r, R
51, r: 51, z, R
51, z: 51, a, R
51, b: 51, x, R
51, x: 51, s, R
51, s: 51, t, R
51, t: 51, c, R
51, c: 51, b, R
51, p: 51, y, R
51, y: 51, i, R
51, i: 51, k, R
51, k: 51, d, R
51, d: 51, m, R
51, m: 51, q, R
51, q: 51, p, R
51, e: 51, o, R
51, o: 51, w, R
51, w: 51, j, R
51, j: 51, g, R
51, g: 51, f, R
51, f: 51, v, R
51, v: 51, n, R
51, n: 51, l, R
51, l: 51, h, R
51, h: 51, u, R
51, u: 51, e, R
51, .: 51, ., R
51, _: 52, _, L
54, a: 54, a, L
54, b: 54, b, L
54, c: 54, c, L
54, d: 54, d, L
54, e: 54, e, L
54, f: 54, f, L
54, g: 54, g, L
54, h: 54, h, L
54, i: 54, i, L
54, j: 54, j, L
54, k: 54, k, L
54, l: 54, l, L
54, m: 54, m, L
54, n: 54, n, L
54, o: 54, o, L
54, p: 54, p, L
54, q: 54, q, L
54, r: 54, r, L
54, s: 54, s, L
54, t: 54, t, L
54, u: 54, u, L
54, v: 54, v, L
54, w: 54, w, L
54, x: 54, x, L
54, y: 54, y, L
54, z: 54, z, L
54, .: 54, ., L
54, >: 55, >, R
53, a: 53, r, R
53, r: 53, z, R
53, z: 53, a, R
53, b: 53, x, R
53, x: 53, s, R
53, s: 53, t, R
53, t: 53, c, R
53, c: 53, b, R
53, p: 53, y, R
53, y: 53, i, R
53, i: 53, k, R
53, k: 53, d, R
53, d: 53, m, R
53, m: 53, q, R
53, q: 53, p, R
53, e: 53, o, R
53, o: 53, w, R
53, w: 53, j, R
53, j: 53, g, R
53, g: 53, f, R
53, f: 53, v, R
53, v: 53, n, R
53, n: 53, l, R
53, l: 53, h, R
53, h: 53, u, R
53, u: 53, e, R
53, .: 53, ., R
53, _: 54, _, L
56, a: 56, a, L
56, b: 56, b, L
56, c: 56, c, L
56, d: 56, d, L
56, e: 56, e, L
56, f: 56, f, L
56, g: 56, g, L
56, h: 56, h, L
56, i: 56, i, L
56, j: 56, j, L
56, k: 56, k, L
56, l: 56, l, L
56, m: 56, m, L
56, n: 56, n, L
56, o: 56, o, L
56, p: 56, p, L
56, q: 56, q, L
56, r: 56, r, L
56, s: 56, s, L
56, t: 56, t, L
56, u: 56, u, L
56, v: 56, v, L
56, w: 56, w, L
56, x: 56, x, L
56, y: 56, y, L
56, z: 56, z, L
56, .: 56, ., L
56, >: 57, >, R
55, a: 55, r, R
55, r: 55, z, R
55, z: 55, a, R
55, b: 55, x, R
55, x: 55, s, R
55, s: 55, t, R
55, t: 55, c, R
55, c: 55, b, R
55, p: 55, y, R
55, y: 55, i, R
55, i: 55, k, R
55, k: 55, d, R
55, d: 55, m, R
55, m: 55, q, R
55, q: 55, p, R
55, e: 55, o, R
55, o: 55, w, R
55, w: 55, j, R
55, j: 55, g, R
55, g: 55, f, R
55, f: 55, v, R
55, v: 55, n, R
55, n: 55, l, R
55, l: 55, h, R
55, h: 55, u, R
55, u: 55, e, R
55, .: 55, ., R
55, _: 56, _, L
58, a: 58, a, L
58, b: 58, b, L
58, c: 58, c, L
58, d: 58, d, L
58, e: 58, e, L
58, f: 58, f, L
58, g: 58, g, L
58, h: 58, h, L
58, i: 58, i, L
58, j: 58, j, L
58, k: 58, k, L
58, l: 58, l, L
58, m: 58, m, L
58, n: 58, n, L
58, o: 58, o, L
58, p: 58, p, L
58, q: 58, q, L
58, r: 58, r, L
58, s: 58, s, L
58, t: 58, t, L
58, u: 58, u, L
58, v: 58, v, L
58, w: 58, w, L
58, x: 58, x, L
58, y: 58, y, L
58, z: 58, z, L
58, .: 58, ., L
58, >: 59, >, R
57, a: 57, r, R
57, r: 57, z, R
57, z: 57, a, R
57, b: 57, x, R
57, x: 57, s, R
57, s: 57, t, R
57, t: 57, c, R
57, c: 57, b, R
57, p: 57, y, R
57, y: 57, i, R
57, i: 57, k, R
57, k: 57, d, R
57, d: 57, m, R
57, m: 57, q, R
57, q: 57, p, R
57, e: 57, o, R
57, o: 57, w, R
57, w: 57, j, R
57, j: 57, g, R
57, g: 57, f, R
57, f: 57, v, R
57, v: 57, n, R
57, n: 57, l, R
57, l: 57, h, R
57, h: 57, u, R
57, u: 57, e, R
57, .: 57, ., R
57, _: 58, _, L
60, a: 60, a, L
60, b: 60, b, L
60, c: 60, c, L
60, d: 60, d, L
60, e: 60, e, L
60, f: 60, f, L
60, g: 60, g, L
60, h: 60, h, L
60, i: 60, i, L
60, j: 60, j, L
60, k: 60, k, L
60, l: 60, l, L
60, m: 60, m, L
60, n: 60, n, L
60, o: 60, o, L
60, p: 60, p, L
60, q: 60, q, L
60, r: 60, r, L
60, s: 60, s, L
60, t: 60, t, L
60, u: 60, u, L
60, v: 60, v, L
60, w: 60, w, L
60, x: 60, x, L
60, y: 60, y, L
60, z: 60, z, L
60, .: 60, ., L
60, >: 61, >, R
59, a: 59, r, R
59, r: 59, z, R
59, z: 59, a, R
59, b: 59, x, R
59, x: 59, s, R
59, s: 59, t, R
59, t: 59, c, R
59, c: 59, b, R
59, p: 59, y, R
59, y: 59, i, R
59, i: 59, k, R
59, k: 59, d, R
59, d: 59, m, R
59, m: 59, q, R
59, q: 59, p, R
59, e: 59, o, R
59, o: 59, w, R
59, w: 59, j, R
59, j: 59, g, R
59, g: 59, f, R
59, f: 59, v, R
59, v: 59, n, R
59, n: 59, l, R
59, l: 59, h, R
59, h: 59, u, R
59, u: 59, e, R
59, .: 59, ., R
59, _: 60, _, L
62, a: 62, a, L
62, b: 62, b, L
62, c: 62, c, L
62, d: 62, d, L
62, e: 62, e, L
62, f: 62, f, L
62, g: 62, g, L
62, h: 62, h, L
62, i: 62, i, L
62, j: 62, j, L
62, k: 62, k, L
62, l: 62, l, L
62, m: 62, m, L
62, n: 62, n, L
62, o: 62, o, L
62, p: 62, p, L
62, q: 62, q, L
62, r: 62, r, L
62, s: 62, s, L
62, t: 62, t, L
62, u: 62, u, L
62, v: 62, v, L
62, w: 62, w, L
62, x: 62, x, L
62, y: 62, y, L
62, z: 62, z, L
62, .: 62, ., L
62, >: 63, >, R
61, a: 61, r, R
61, r: 61, z, R
61, z: 61, a, R
61, b: 61, x, R
61, x: 61, s, R
61, s: 61, t, R
61, t: 61, c, R
61, c: 61, b, R
61, p: 61, y, R
61, y: 61, i, R
61, i: 61, k, R
61, k: 61, d, R
61, d: 61, m, R
61, m: 61, q, R
61, q: 61, p, R
61, e: 61, o, R
61, o: 61, w, R
61, w: 61, j, R
61, j: 61, g, R
61, g: 61, f, R
61, f: 61, v, R
61, v: 61, n, R
61, n: 61, l, R
61, l: 61, h, R
61, h: 61, u, R
61, u: 61, e, R
61, .: 61, ., R
61, _: 62, _, L
64, a: 64, a, L
64, b: 64, b, L
64, c: 64, c, L
64, d: 64, d, L
64, e: 64, e, L
64, f: 64, f, L
64, g: 64, g, L
64, h: 64, h, L
64, i: 64, i, L
64, j: 64, j, L
64, k: 64, k, L
64, l: 64, l, L
64, m: 64, m, L
64, n: 64, n, L
64, o: 64, o, L
64, p: 64, p, L
64, q: 64, q, L
64, r: 64, r, L
64, s: 64, s, L
64, t: 64, t, L
64, u: 64, u, L
64, v: 64, v, L
64, w: 64, w, L
64, x: 64, x, L
64, y: 64, y, L
64, z: 64, z, L
64, .: 64, ., L
64, >: 65, >, R
63, a: 63, r, R
63, r: 63, z, R
63, z: 63, a, R
63, b: 63, x, R
63, x: 63, s, R
63, s: 63, t, R
63, t: 63, c, R
63, c: 63, b, R
63, p: 63, y, R
63, y: 63, i, R
63, i: 63, k, R
63, k: 63, d, R
63, d: 63, m, R
63, m: 63, q, R
63, q: 63, p, R
63, e: 63, o, R
63, o: 63, w, R
63, w: 63, j, R
63, j: 63, g, R
63, g: 63, f, R
63, f: 63, v, R
63, v: 63, n, R
63, n: 63, l, R
63, l: 63, h, R
63, h: 63, u, R
63, u: 63, e, R
63, .: 63, ., R
63, _: 64, _, L
66, a: 66, a, L
66, b: 66, b, L
66, c: 66, c, L
66, d: 66, d, L
66, e: 66, e, L
66, f: 66, f, L
66, g: 66, g, L
66, h: 66, h, L
66, i: 66, i, L
66, j: 66, j, L
66, k: 66, k, L
66, l: 66, l, L
66, m: 66, m, L
66, n: 66, n, L
66, o: 66, o, L
66, p: 66, p, L
66, q: 66, q, L
66, r: 66, r, L
66, s: 66, s, L
66, t: 66, t, L
66, u: 66, u, L
66, v: 66, v, L
66, w: 66, w, L
66, x: 66, x, L
66, y: 66, y, L
66, z: 66, z, L
66, .: 66, ., L
66, >: 67, >, R
65, a: 65, r, R
65, r: 65, z, R
65, z: 65, a, R
65, b: 65, x, R
65, x: 65, s, R
65, s: 65, t, R
65, t: 65, c, R
65, c: 65, b, R
65, p: 65, y, R
65, y: 65, i, R
65, i: 65, k, R
65, k: 65, d, R
65, d: 65, m, R
65, m: 65, q, R
65, q: 65, p, R
65, e: 65, o, R
65, o: 65, w, R
65, w: 65, j, R
65, j: 65, g, R
65, g: 65, f, R
65, f: 65, v, R
65, v: 65, n, R
65, n: 65, l, R
65, l: 65, h, R
65, h: 65, u, R
65, u: 65, e, R
65, .: 65, ., R
65, _: 66, _, L
68, a: 68, a, L
68, b: 68, b, L
68, c: 68, c, L
68, d: 68, d, L
68, e: 68, e, L
68, f: 68, f, L
68, g: 68, g, L
68, h: 68, h, L
68, i: 68, i, L
68, j: 68, j, L
68, k: 68, k, L
68, l: 68, l, L
68, m: 68, m, L
68, n: 68, n, L
68, o: 68, o, L
68, p: 68, p, L
68, q: 68, q, L
68, r: 68, r, L
68, s: 68, s, L
68, t: 68, t, L
68, u: 68, u, L
68, v: 68, v, L
68, w: 68, w, L
68, x: 68, x, L
68, y: 68, y, L
68, z: 68, z, L
68, .: 68, ., L
68, >: 69, >, R
67, a: 67, r, R
67, r: 67, z, R
67, z: 67, a, R
67, b: 67, x, R
67, x: 67, s, R
67, s: 67, t, R
67, t: 67, c, R
67, c: 67, b, R
67, p: 67, y, R
67, y: 67, i, R
67, i: 67, k, R
67, k: 67, d, R
67, d: 67, m, R
67, m: 67, q, R
67, q: 67, p, R
67, e: 67, o, R
67, o: 67, w, R
67, w: 67, j, R
67, j: 67, g, R
67, g: 67, f, R
67, f: 67, v, R
67, v: 67, n, R
67, n: 67, l, R
67, l: 67, h, R
67, h: 67, u, R
67, u: 67, e, R
67, .: 67, ., R
67, _: 68, _, L
70, a: 70, a, L
70, b: 70, b, L
70, c: 70, c, L
70, d: 70, d, L
70, e: 70, e, L
70, f: 70, f, L
70, g: 70, g, L
70, h: 70, h, L
70, i: 70, i, L
70, j: 70, j, L
70, k: 70, k, L
70, l: 70, l, L
70, m: 70, m, L
70, n: 70, n, L
70, o: 70, o, L
70, p: 70, p, L
70, q: 70, q, L
70, r: 70, r, L
70, s: 70, s, L
70, t: 70, t, L
70, u: 70, u, L
70, v: 70, v, L
70, w: 70, w, L
70, x: 70, x, L
70, y: 70, y, L
70, z: 70, z, L
70, .: 70, ., L
70, >: 71, >, R
69, a: 69, r, R
69, r: 69, z, R
69, z: 69, a, R
69, b: 69, x, R
69, x: 69, s, R
69, s: 69, t, R
69, t: 69, c, R
69, c: 69, b, R
69, p: 69, y, R
69, y: 69, i, R
69, i: 69, k, R
69, k: 69, d, R
69, d: 69, m, R
69, m: 69, q, R
69, q: 69, p, R
69, e: 69, o, R
69, o: 69, w, R
69, w: 69, j, R
69, j: 69, g, R
69, g: 69, f, R
69, f: 69, v, R
69, v: 69, n, R
69, n: 69, l, R
69, l: 69, h, R
69, h: 69, u, R
69, u: 69, e, R
69, .: 69, ., R
69, _: 70, _, L
72, a: 72, a, L
72, b: 72, b, L
72, c: 72, c, L
72, d: 72, d, L
72, e: 72, e, L
72, f: 72, f, L
72, g: 72, g, L
72, h: 72, h, L
72, i: 72, i, L
72, j: 72, j, L
72, k: 72, k, L
72, l: 72, l, L
72, m: 72, m, L
72, n: 72, n, L
72, o: 72, o, L
72, p: 72, p, L
72, q: 72, q, L
72, r: 72, r, L
72, s: 72, s, L
72, t: 72, t, L
72, u: 72, u, L
72, v: 72, v, L
72, w: 72, w, L
72, x: 72, x, L
72, y: 72, y, L
72, z: 72, z, L
72, .: 72, ., L
72, >: 73, >, R
71, a: 71, r, R
71, r: 71, z, R
71, z: 71, a, R
71, b: 71, x, R
71, x: 71, s, R
71, s: 71, t, R
71, t: 71, c, R
71, c: 71, b, R
71, p: 71, y, R
71, y: 71, i, R
71, i: 71, k, R
71, k: 71, d, R
71, d: 71, m, R
71, m: 71, q, R
71, q: 71, p, R
71, e: 71, o, R
71, o: 71, w, R
71, w: 71, j, R
71, j: 71, g, R
71, g: 71, f, R
71, f: 71, v, R
71, v: 71, n, R
71, n: 71, l, R
71, l: 71, h, R
71, h: 71, u, R
71, u: 71, e, R
71, .: 71, ., R
71, _: 72, _, L
74, a: 74, a, L
74, b: 74, b, L
74, c: 74, c, L
74, d: 74, d, L
74, e: 74, e, L
74, f: 74, f, L
74, g: 74, g, L
74, h: 74, h, L
74, i: 74, i, L
74, j: 74, j, L
74, k: 74, k, L
74, l: 74, l, L
74, m: 74, m, L
74, n: 74, n, L
74, o: 74, o, L
74, p: 74, p, L
74, q: 74, q, L
74, r: 74, r, L
74, s: 74, s, L
74, t: 74, t, L
74, u: 74, u, L
74, v: 74, v, L
74, w: 74, w, L
74, x: 74, x, L
74, y: 74, y, L
74, z: 74, z, L
74, .: 74, ., L
74, >: 75, >, R
73, a: 73, r, R
73, r: 73, z, R
73, z: 73, a, R
73, b: 73, x, R
73, x: 73, s, R
73, s: 73, t, R
73, t: 73, c, R
73, c: 73, b, R
73, p: 73, y, R
73, y: 73, i, R
73, i: 73, k, R
73, k: 73, d, R
73, d: 73, m, R
73, m: 73, q, R
73, q: 73, p, R
73, e: 73, o, R
73, o: 73, w, R
73, w: 73, j, R
73, j: 73, g, R
73, g: 73, f, R
73, f: 73, v, R
73, v: 73, n, R
73, n: 73, l, R
73, l: 73, h, R
73, h: 73, u, R
73, u: 73, e, R
73, .: 73, ., R
73, _: 74, _, L
76, a: 76, a, L
76, b: 76, b, L
76, c: 76, c, L
76, d: 76, d, L
76, e: 76, e, L
76, f: 76, f, L
76, g: 76, g, L
76, h: 76, h, L
76, i: 76, i, L
76, j: 76, j, L
76, k: 76, k, L
76, l: 76, l, L
76, m: 76, m, L
76, n: 76, n, L
76, o: 76, o, L
76, p: 76, p, L
76, q: 76, q, L
76, r: 76, r, L
76, s: 76, s, L
76, t: 76, t, L
76, u: 76, u, L
76, v: 76, v, L
76, w: 76, w, L
76, x: 76, x, L
76, y: 76, y, L
76, z: 76, z, L
76, .: 76, ., L
76, >: 77, >, R
75, a: 75, r, R
75, r: 75, z, R
75, z: 75, a, R
75, b: 75, x, R
75, x: 75, s, R
75, s: 75, t, R
75, t: 75, c, R
75, c: 75, b, R
75, p: 75, y, R
75, y: 75, i, R
75, i: 75, k, R
75, k: 75, d, R
75, d: 75, m, R
75, m: 75, q, R
75, q: 75, p, R
75, e: 75, o, R
75, o: 75, w, R
75, w: 75, j, R
75, j: 75, g, R
75, g: 75, f, R
75, f: 75, v, R
75, v: 75, n, R
75, n: 75, l, R
75, l: 75, h, R
75, h: 75, u, R
75, u: 75, e, R
75, .: 75, ., R
75, _: 76, _, L
78, a: 78, a, L
78, b: 78, b, L
78, c: 78, c, L
78, d: 78, d, L
78, e: 78, e, L
78, f: 78, f, L
78, g: 78, g, L
78, h: 78, h, L
78, i: 78, i, L
78, j: 78, j, L
78, k: 78, k, L
78, l: 78, l, L
78, m: 78, m, L
78, n: 78, n, L
78, o: 78, o, L
78, p: 78, p, L
78, q: 78, q, L
78, r: 78, r, L
78, s: 78, s, L
78, t: 78, t, L
78, u: 78, u, L
78, v: 78, v, L
78, w: 78, w, L
78, x: 78, x, L
78, y: 78, y, L
78, z: 78, z, L
78, .: 78, ., L
78, >: 79, >, R
77, a: 77, r, R
77, r: 77, z, R
77, z: 77, a, R
77, b: 77, x, R
77, x: 77, s, R
77, s: 77, t, R
77, t: 77, c, R
77, c: 77, b, R
77, p: 77, y, R
77, y: 77, i, R
77, i: 77, k, R
77, k: 77, d, R
77, d: 77, m, R
77, m: 77, q, R
77, q: 77, p, R
77, e: 77, o, R
77, o: 77, w, R
77, w: 77, j, R
77, j: 77, g, R
77, g: 77, f, R
77, f: 77, v, R
77, v: 77, n, R
77, n: 77, l, R
77, l: 77, h, R
77, h: 77, u, R
77, u: 77, e, R
77, .: 77, ., R
77, _: 78, _, L
80, a: 80, a, L
80, b: 80, b, L
80, c: 80, c, L
80, d: 80, d, L
80, e: 80, e, L
80, f: 80, f, L
80, g: 80, g, L
80, h: 80, h, L
80, i: 80, i, L
80, j: 80, j, L
80, k: 80, k, L
80, l: 80, l, L
80, m: 80, m, L
80, n: 80, n, L
80, o: 80, o, L
80, p: 80, p, L
80, q: 80, q, L
80, r: 80, r, L
80, s: 80, s, L
80, t: 80, t, L
80, u: 80, u, L
80, v: 80, v, L
80, w: 80, w, L
80, x: 80, x, L
80, y: 80, y, L
80, z: 80, z, L
80, .: 80, ., L
80, >: 81, >, R
79, a: 79, r, R
79, r: 79, z, R
79, z: 79, a, R
79, b: 79, x, R
79, x: 79, s, R
79, s: 79, t, R
79, t: 79, c, R
79, c: 79, b, R
79, p: 79, y, R
79, y: 79, i, R
79, i: 79, k, R
79, k: 79, d, R
79, d: 79, m, R
79, m: 79, q, R
79, q: 79, p, R
79, e: 79, o, R
79, o: 79, w, R
79, w: 79, j, R
79, j: 79, g, R
79, g: 79, f, R
79, f: 79, v, R
79, v: 79, n, R
79, n: 79, l, R
79, l: 79, h, R
79, h: 79, u, R
79, u: 79, e, R
79, .: 79, ., R
79, _: 80, _, L
82, a: 82, a, L
82, b: 82, b, L
82, c: 82, c, L
82, d: 82, d, L
82, e: 82, e, L
82, f: 82, f, L
82, g: 82, g, L
82, h: 82, h, L
82, i: 82, i, L
82, j: 82, j, L
82, k: 82, k, L
82, l: 82, l, L
82, m: 82, m, L
82, n: 82, n, L
82, o: 82, o, L
82, p: 82, p, L
82, q: 82, q, L
82, r: 82, r, L
82, s: 82, s, L
82, t: 82, t, L
82, u: 82, u, L
82, v: 82, v, L
82, w: 82, w, L
82, x: 82, x, L
82, y: 82, y, L
82, z: 82, z, L
82, .: 82, ., L
82, >: 83, >, R
81, a: 81, r, R
81, r: 81, z, R
81, z: 81, a, R
81, b: 81, x, R
81, x: 81, s, R
81, s: 81, t, R
81, t: 81, c, R
81, c: 81, b, R
81, p: 81, y, R
81, y: 81, i, R
81, i: 81, k, R
81, k: 81, d, R
81, d: 81, m, R
81, m: 81, q, R
81, q: 81, p, R
81, e: 81, o, R
81, o: 81, w, R
81, w: 81, j, R
81, j: 81, g, R
81, g: 81, f, R
81, f: 81, v, R
81, v: 81, n, R
81, n: 81, l, R
81, l: 81, h, R
81, h: 81, u, R
81, u: 81, e, R
81, .: 81, ., R
81, _: 82, _, L
84, a: 84, a, L
84, b: 84, b, L
84, c: 84, c, L
84, d: 84, d, L
84, e: 84, e, L
84, f: 84, f, L
84, g: 84, g, L
84, h: 84, h, L
84, i: 84, i, L
84, j: 84, j, L
84, k: 84, k, L
84, l: 84, l, L
84, m: 84, m, L
84, n: 84, n, L
84, o: 84, o, L
84, p: 84, p, L
84, q: 84, q, L
84, r: 84, r, L
84, s: 84, s, L
84, t: 84, t, L
84, u: 84, u, L
84, v: 84, v, L
84, w: 84, w, L
84, x: 84, x, L
84, y: 84, y, L
84, z: 84, z, L
84, .: 84, ., L
84, >: 85, >, R
83, a: 83, r, R
83, r: 83, z, R
83, z: 83, a, R
83, b: 83, x, R
83, x: 83, s, R
83, s: 83, t, R
83, t: 83, c, R
83, c: 83, b, R
83, p: 83, y, R
83, y: 83, i, R
83, i: 83, k, R
83, k: 83, d, R
83, d: 83, m, R
83, m: 83, q, R
83, q: 83, p, R
83, e: 83, o, R
83, o: 83, w, R
83, w: 83, j, R
83, j: 83, g, R
83, g: 83, f, R
83, f: 83, v, R
83, v: 83, n, R
83, n: 83, l, R
83, l: 83, h, R
83, h: 83, u, R
83, u: 83, e, R
83, .: 83, ., R
83, _: 84, _, L
86, a: 86, a, L
86, b: 86, b, L
86, c: 86, c, L
86, d: 86, d, L
86, e: 86, e, L
86, f: 86, f, L
86, g: 86, g, L
86, h: 86, h, L
86, i: 86, i, L
86, j: 86, j, L
86, k: 86, k, L
86, l: 86, l, L
86, m: 86, m, L
86, n: 86, n, L
86, o: 86, o, L
86, p: 86, p, L
86, q: 86, q, L
86, r: 86, r, L
86, s: 86, s, L
86, t: 86, t, L
86, u: 86, u, L
86, v: 86, v, L
86, w: 86, w, L
86, x: 86, x, L
86, y: 86, y, L
86, z: 86, z, L
86, .: 86, ., L
86, >: 87, >, R
85, a: 85, r, R
85, r: 85, z, R
85, z: 85, a, R
85, b: 85, x, R
85, x: 85, s, R
85, s: 85, t, R
85, t: 85, c, R
85, c: 85, b, R
85, p: 85, y, R
85, y: 85, i, R
85, i: 85, k, R
85, k: 85, d, R
85, d: 85, m, R
85, m: 85, q, R
85, q: 85, p, R
85, e: 85, o, R
85, o: 85, w, R
85, w: 85, j, R
85, j: 85, g, R
85, g: 85, f, R
85, f: 85, v, R
85, v: 85, n, R
85, n: 85, l, R
85, l: 85, h, R
85, h: 85, u, R
85, u: 85, e, R
85, .: 85, ., R
85, _: 86, _, L
88, a: 88, a, L
88, b: 88, b, L
88, c: 88, c, L
88, d: 88, d, L
88, e: 88, e, L
88, f: 88, f, L
88, g: 88, g, L
88, h: 88, h, L
88, i: 88, i, L
88, j: 88, j, L
88, k: 88, k, L
88, l: 88, l, L
88, m: 88, m, L
88, n: 88, n, L
88, o: 88, o, L
88, p: 88, p, L
88, q: 88, q, L
88, r: 88, r, L
88, s: 88, s, L
88, t: 88, t, L
88, u: 88, u, L
88, v: 88, v, L
88, w: 88, w, L
88, x: 88, x, L
88, y: 88, y, L
88, z: 88, z, L
88, .: 88, ., L
88, >: 89, >, R
87, a: 87, r, R
87, r: 87, z, R
87, z: 87, a, R
87, b: 87, x, R
87, x: 87, s, R
87, s: 87, t, R
87, t: 87, c, R
87, c: 87, b, R
87, p: 87, y, R
87, y: 87, i, R
87, i: 87, k, R
87, k: 87, d, R
87, d: 87, m, R
87, m: 87, q, R
87, q: 87, p, R
87, e: 87, o, R
87, o: 87, w, R
87, w: 87, j, R
87, j: 87, g, R
87, g: 87, f, R
87, f: 87, v, R
87, v: 87, n, R
87, n: 87, l, R
87, l: 87, h, R
87, h: 87, u, R
87, u: 87, e, R
87, .: 87, ., R
87, _: 88, _, L
90, a: 90, a, L
90, b: 90, b, L
90, c: 90, c, L
90, d: 90, d, L
90, e: 90, e, L
90, f: 90, f, L
90, g: 90, g, L
90, h: 90, h, L
90, i: 90, i, L
90, j: 90, j, L
90, k: 90, k, L
90, l: 90, l, L
90, m: 90, m, L
90, n: 90, n, L
90, o: 90, o, L
90, p: 90, p, L
90, q: 90, q, L
90, r: 90, r, L
90, s: 90, s, L
90, t: 90, t, L
90, u: 90, u, L
90, v: 90, v, L
90, w: 90, w, L
90, x: 90, x, L
90, y: 90, y, L
90, z: 90, z, L
90, .: 90, ., L
90, >: 91, >, R
89, a: 89, r, R
89, r: 89, z, R
89, z: 89, a, R
89, b: 89, x, R
89, x: 89, s, R
89, s: 89, t, R
89, t: 89, c, R
89, c: 89, b, R
89, p: 89, y, R
89, y: 89, i, R
89, i: 89, k, R
89, k: 89, d, R
89, d: 89, m, R
89, m: 89, q, R
89, q: 89, p, R
89, e: 89, o, R
89, o: 89, w, R
89, w: 89, j, R
89, j: 89, g, R
89, g: 89, f, R
89, f: 89, v, R
89, v: 89, n, R
89, n: 89, l, R
89, l: 89, h, R
89, h: 89, u, R
89, u: 89, e, R
89, .: 89, ., R
89, _: 90, _, L
92, a: 92, a, L
92, b: 92, b, L
92, c: 92, c, L
92, d: 92, d, L
92, e: 92, e, L
92, f: 92, f, L
92, g: 92, g, L
92, h: 92, h, L
92, i: 92, i, L
92, j: 92, j, L
92, k: 92, k, L
92, l: 92, l, L
92, m: 92, m, L
92, n: 92, n, L
92, o: 92, o, L
92, p: 92, p, L
92, q: 92, q, L
92, r: 92, r, L
92, s: 92, s, L
92, t: 92, t, L
92, u: 92, u, L
